Reporting level,Province,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Alberta,,Hip Fracture Repair,90th Percentile,2013,Hours,60.0
Provincial,Alberta,,Hip Fracture Repair,Volume,2013,Number of cases,1300.0
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2013,Proportion,76.0
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2013,Hours,28.0
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2013,Hours,69.0
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,Volume,2013,Number of cases,1122.0
Provincial,Alberta,,Hip Replacement,% Meeting Benchmark,2013,Proportion,80.0
Provincial,Alberta,,Hip Replacement,50th Percentile,2013,Days,108.0
Provincial,Alberta,,Hip Replacement,90th Percentile,2013,Days,252.0
Provincial,Alberta,,Hip Replacement,Volume,2013,Number of cases,1865.0
Provincial,Alberta,,Knee Replacement,% Meeting Benchmark,2013,Proportion,72.0
Provincial,Alberta,,Knee Replacement,50th Percentile,2013,Days,127.0
Provincial,Alberta,,Knee Replacement,90th Percentile,2013,Days,294.0
Provincial,Alberta,,Knee Replacement,Volume,2013,Number of cases,2962.0
Provincial,Alberta,,Lung Cancer Surgery,50th Percentile,2013,Days,41.0
Provincial,Alberta,,Lung Cancer Surgery,90th Percentile,2013,Days,85.0
Provincial,Alberta,,Lung Cancer Surgery,Volume,2013,Number of cases,253.0
Provincial,Alberta,,MRI Scan,50th Percentile,2013,Days,80.0
Provincial,Alberta,,MRI Scan,90th Percentile,2013,Days,247.0
Provincial,Alberta,,MRI Scan,Volume,2013,Number of cases,55288.0
Provincial,Alberta,,Prostate Cancer Surgery,50th Percentile,2013,Days,41.0
Provincial,Alberta,,Prostate Cancer Surgery,90th Percentile,2013,Days,86.0
Provincial,Alberta,,Prostate Cancer Surgery,Volume,2013,Number of cases,633.0
Provincial,Alberta,,Radiation Therapy,% Meeting Benchmark,2013,Proportion,98.0
Provincial,Alberta,,Radiation Therapy,50th Percentile,2013,Days,7.0
Provincial,Alberta,,Radiation Therapy,90th Percentile,2013,Days,21.0
Provincial,Alberta,,Radiation Therapy,Volume,2013,Number of cases,3556.0
Provincial,British Columbia,,Bladder Cancer Surgery,50th Percentile,2013,Days,22.0
Provincial,British Columbia,,Bladder Cancer Surgery,90th Percentile,2013,Days,53.0
Provincial,British Columbia,,Bladder Cancer Surgery,Volume,2013,Number of cases,1520.0
Provincial,British Columbia,,Breast Cancer Surgery,50th Percentile,2013,Days,14.0
Provincial,British Columbia,,Breast Cancer Surgery,90th Percentile,2013,Days,39.0
Provincial,British Columbia,,Breast Cancer Surgery,Volume,2013,Number of cases,1713.0
Provincial,British Columbia,,CABG,50th Percentile,2013,Days,8.0
Provincial,British Columbia,,CABG,90th Percentile,2013,Days,89.0
Provincial,British Columbia,,CABG,Volume,2013,Number of cases,972.0
Provincial,British Columbia,,Cataract Surgery,% Meeting Benchmark,2013,Proportion,83.0
Provincial,British Columbia,,Cataract Surgery,50th Percentile,2013,Days,41.0
Provincial,British Columbia,,Cataract Surgery,90th Percentile,2013,Days,154.0
Provincial,British Columbia,,Cataract Surgery,Volume,2013,Number of cases,25140.0
Provincial,British Columbia,,Colorectal Cancer Surgery,50th Percentile,2013,Days,16.0
Provincial,British Columbia,,Colorectal Cancer Surgery,90th Percentile,2013,Days,41.0
Provincial,British Columbia,,Colorectal Cancer Surgery,Volume,2013,Number of cases,1021.0
Provincial,British Columbia,,CT Scan,50th Percentile,2013,Days,
Provincial,British Columbia,,CT Scan,90th Percentile,2013,Days,
Provincial,British Columbia,,CT Scan,Volume,2013,Number of cases,
Provincial,British Columbia,,Hip Fracture Repair,% Meeting Benchmark,2013,Proportion,83.0
Provincial,British Columbia,,Hip Fracture Repair,50th Percentile,2013,Hours,26.0
Provincial,British Columbia,,Hip Fracture Repair,90th Percentile,2013,Hours,62.0
Provincial,British Columbia,,Hip Fracture Repair,Volume,2013,Number of cases,2032.0
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2013,Proportion,
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2013,Hours,
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2013,Hours,
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,Volume,2013,Number of cases,
Provincial,British Columbia,,Hip Replacement,% Meeting Benchmark,2013,Proportion,80.0
Provincial,British Columbia,,Hip Replacement,50th Percentile,2013,Days,91.0
Provincial,British Columbia,,Hip Replacement,90th Percentile,2013,Days,230.0
Provincial,British Columbia,,Hip Replacement,Volume,2013,Number of cases,2396.0
Provincial,British Columbia,,Knee Replacement,% Meeting Benchmark,2013,Proportion,71.0
Provincial,British Columbia,,Knee Replacement,50th Percentile,2013,Days,118.0
Provincial,British Columbia,,Knee Replacement,90th Percentile,2013,Days,258.0
Provincial,British Columbia,,Knee Replacement,Volume,2013,Number of cases,3407.0
Provincial,British Columbia,,Lung Cancer Surgery,50th Percentile,2013,Days,18.0
Provincial,British Columbia,,Lung Cancer Surgery,90th Percentile,2013,Days,47.0
Provincial,British Columbia,,Lung Cancer Surgery,Volume,2013,Number of cases,319.0
Provincial,British Columbia,,MRI Scan,50th Percentile,2013,Days,
Provincial,British Columbia,,MRI Scan,90th Percentile,2013,Days,
Provincial,British Columbia,,MRI Scan,Volume,2013,Number of cases,
Provincial,British Columbia,,Prostate Cancer Surgery,50th Percentile,2013,Days,36.0
Provincial,British Columbia,,Prostate Cancer Surgery,90th Percentile,2013,Days,74.0
Provincial,British Columbia,,Prostate Cancer Surgery,Volume,2013,Number of cases,463.0
Provincial,British Columbia,,Radiation Therapy,% Meeting Benchmark,2013,Proportion,94.0
Provincial,British Columbia,,Radiation Therapy,50th Percentile,2013,Days,7.0
Provincial,British Columbia,,Radiation Therapy,90th Percentile,2013,Days,22.0
Provincial,British Columbia,,Radiation Therapy,Volume,2013,Number of cases,5827.0
National,Canada,,Bladder Cancer Surgery,50th Percentile,2013,Days,24.6407909506951
National,Canada,,Bladder Cancer Surgery,90th Percentile,2013,Days,64.5743890855712
National,Canada,,Bladder Cancer Surgery,Volume,2013,Number of cases,11581.0
National,Canada,,Breast Cancer Surgery,50th Percentile,2013,Days,17.2474599386294
National,Canada,,Breast Cancer Surgery,90th Percentile,2013,Days,42.018274803955
National,Canada,,Breast Cancer Surgery,Volume,2013,Number of cases,14665.0
National,Canada,,CABG,50th Percentile,2013,Days,7.46221821460775
National,Canada,,CABG,90th Percentile,2013,Days,55.9298467087466
National,Canada,,CABG,Volume,2013,Number of cases,8027.0
National,Canada,,Cataract Surgery,% Meeting Benchmark,2013,Proportion,81.3716325811001
National,Canada,,Cataract Surgery,50th Percentile,2013,Days,46.7118752938411
National,Canada,,Cataract Surgery,90th Percentile,2013,Days,154.331421603197
National,Canada,,Cataract Surgery,Volume,2013,Number of cases,170160.0
National,Canada,,Colorectal Cancer Surgery,50th Percentile,2013,Days,18.3312746386334
National,Canada,,Colorectal Cancer Surgery,90th Percentile,2013,Days,44.111432325887
National,Canada,,Colorectal Cancer Surgery,Volume,2013,Number of cases,7610.0
National,Canada,,CT Scan,50th Percentile,2013,Days,
National,Canada,,CT Scan,90th Percentile,2013,Days,
National,Canada,,CT Scan,Volume,2013,Number of cases,
National,Canada,,Hip Fracture Repair,% Meeting Benchmark,2013,Proportion,83.0
National,Canada,,Hip Fracture Repair,50th Percentile,2013,Hours,24.0
National,Canada,,Hip Fracture Repair,90th Percentile,2013,Hours,62.0
National,Canada,,Hip Fracture Repair,Volume,2013,Number of cases,10713.0
National,Canada,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2013,Proportion,
National,Canada,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2013,Hours,
National,Canada,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2013,Hours,
National,Canada,,Hip Fracture Repair/Emergency and Inpatient,Volume,2013,Number of cases,
National,Canada,,Hip Replacement,% Meeting Benchmark,2013,Proportion,82.0
National,Canada,,Hip Replacement,50th Percentile,2013,Days,88.0
National,Canada,,Hip Replacement,90th Percentile,2013,Days,231.0
National,Canada,,Hip Replacement,Volume,2013,Number of cases,17018.0
National,Canada,,Knee Replacement,% Meeting Benchmark,2013,Proportion,77.0
National,Canada,,Knee Replacement,50th Percentile,2013,Days,105.0
National,Canada,,Knee Replacement,90th Percentile,2013,Days,264.0
National,Canada,,Knee Replacement,Volume,2013,Number of cases,28402.0
National,Canada,,Lung Cancer Surgery,50th Percentile,2013,Days,20.6103528199845
National,Canada,,Lung Cancer Surgery,90th Percentile,2013,Days,49.5820242080865
National,Canada,,Lung Cancer Surgery,Volume,2013,Number of cases,3883.0
National,Canada,,MRI Scan,50th Percentile,2013,Days,
National,Canada,,MRI Scan,90th Percentile,2013,Days,
National,Canada,,MRI Scan,Volume,2013,Number of cases,
National,Canada,,Prostate Cancer Surgery,50th Percentile,2013,Days,37.6927945472249
National,Canada,,Prostate Cancer Surgery,90th Percentile,2013,Days,85.4500973709834
National,Canada,,Prostate Cancer Surgery,Volume,2013,Number of cases,4108.0
National,Canada,,Radiation Therapy,% Meeting Benchmark,2013,Proportion,97.1908776119403
National,Canada,,Radiation Therapy,50th Percentile,2013,Days,6.71127087198516
National,Canada,,Radiation Therapy,90th Percentile,2013,Days,17.9025642724622
National,Canada,,Radiation Therapy,Volume,2013,Number of cases,41875.0
Provincial,Manitoba,,Bladder Cancer Surgery,50th Percentile,2013,Days,
Provincial,Manitoba,,Bladder Cancer Surgery,90th Percentile,2013,Days,
Provincial,Manitoba,,Bladder Cancer Surgery,Volume,2013,Number of cases,
Provincial,Manitoba,,Breast Cancer Surgery,50th Percentile,2013,Days,27.0
Provincial,Manitoba,,Breast Cancer Surgery,90th Percentile,2013,Days,49.0
Provincial,Manitoba,,Breast Cancer Surgery,Volume,2013,Number of cases,278.0
Provincial,Manitoba,,CABG,50th Percentile,2013,Days,11.0
Provincial,Manitoba,,CABG,90th Percentile,2013,Days,94.0
Provincial,Manitoba,,CABG,Volume,2013,Number of cases,213.0
Provincial,Manitoba,,Cataract Surgery,% Meeting Benchmark,2013,Proportion,62.0
Provincial,Manitoba,,Cataract Surgery,50th Percentile,2013,Days,86.0
Provincial,Manitoba,,Cataract Surgery,90th Percentile,2013,Days,247.0
Provincial,Manitoba,,Cataract Surgery,Volume,2013,Number of cases,4975.0
Provincial,Manitoba,,Colorectal Cancer Surgery,50th Percentile,2013,Days,
Provincial,Manitoba,,Colorectal Cancer Surgery,90th Percentile,2013,Days,
Provincial,Manitoba,,Colorectal Cancer Surgery,Volume,2013,Number of cases,
Provincial,Manitoba,,CT Scan,50th Percentile,2013,Days,18.0
Provincial,Manitoba,,CT Scan,90th Percentile,2013,Days,47.0
Provincial,Manitoba,,CT Scan,Volume,2013,Number of cases,33268.0
Provincial,Manitoba,,Hip Fracture Repair,% Meeting Benchmark,2013,Proportion,89.0
Provincial,Manitoba,,Hip Fracture Repair,50th Percentile,2013,Hours,20.0
Provincial,Manitoba,,Hip Fracture Repair,90th Percentile,2013,Hours,50.0
Provincial,Manitoba,,Hip Fracture Repair,Volume,2013,Number of cases,557.0
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2013,Proportion,
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2013,Hours,
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2013,Hours,
Provincial,Manitoba,,Hip Fracture Repair/Emergency and Inpatient,Volume,2013,Number of cases,
Provincial,Manitoba,,Hip Replacement,% Meeting Benchmark,2013,Proportion,68.0
Provincial,Manitoba,,Hip Replacement,50th Percentile,2013,Days,119.0
Provincial,Manitoba,,Hip Replacement,90th Percentile,2013,Days,299.0
Provincial,Manitoba,,Hip Replacement,Volume,2013,Number of cases,628.0
Provincial,Manitoba,,Knee Replacement,% Meeting Benchmark,2013,Proportion,58.0
Provincial,Manitoba,,Knee Replacement,50th Percentile,2013,Days,157.0
Provincial,Manitoba,,Knee Replacement,90th Percentile,2013,Days,344.0
Provincial,Manitoba,,Knee Replacement,Volume,2013,Number of cases,1127.0
Provincial,Manitoba,,Lung Cancer Surgery,50th Percentile,2013,Days,19.0
Provincial,Manitoba,,Lung Cancer Surgery,90th Percentile,2013,Days,42.0
Provincial,Manitoba,,Lung Cancer Surgery,Volume,2013,Number of cases,207.0
Provincial,Manitoba,,MRI Scan,50th Percentile,2013,Days,70.0
Provincial,Manitoba,,MRI Scan,90th Percentile,2013,Days,127.0
Provincial,Manitoba,,MRI Scan,Volume,2013,Number of cases,23848.0
Provincial,Manitoba,,Prostate Cancer Surgery,50th Percentile,2013,Days,
Provincial,Manitoba,,Prostate Cancer Surgery,90th Percentile,2013,Days,
Provincial,Manitoba,,Prostate Cancer Surgery,Volume,2013,Number of cases,
Provincial,Manitoba,,Radiation Therapy,% Meeting Benchmark,2013,Proportion,100.0
Provincial,Manitoba,,Radiation Therapy,50th Percentile,2013,Days,7.0
Provincial,Manitoba,,Radiation Therapy,90th Percentile,2013,Days,22.0
Provincial,Manitoba,,Radiation Therapy,Volume,2013,Number of cases,1563.0
Provincial,New Brunswick,,Bladder Cancer Surgery,50th Percentile,2013,Days,17.0
Provincial,New Brunswick,,Bladder Cancer Surgery,90th Percentile,2013,Days,53.0
Provincial,New Brunswick,,Bladder Cancer Surgery,Volume,2013,Number of cases,236.0
Provincial,New Brunswick,,Breast Cancer Surgery,50th Percentile,2013,Days,8.0
Provincial,New Brunswick,,Breast Cancer Surgery,90th Percentile,2013,Days,24.0
Provincial,New Brunswick,,Breast Cancer Surgery,Volume,2013,Number of cases,390.0
Provincial,New Brunswick,,CABG,50th Percentile,2013,Days,4.0
Provincial,New Brunswick,,CABG,90th Percentile,2013,Days,74.0
Provincial,New Brunswick,,CABG,Volume,2013,Number of cases,228.0
Provincial,New Brunswick,,Cataract Surgery,% Meeting Benchmark,2013,Proportion,88.0
Provincial,New Brunswick,,Cataract Surgery,50th Percentile,2013,Days,25.0
Provincial,New Brunswick,,Cataract Surgery,90th Percentile,2013,Days,134.0
Provincial,New Brunswick,,Cataract Surgery,Volume,2013,Number of cases,5214.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,50th Percentile,2013,Days,13.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,90th Percentile,2013,Days,32.0
Provincial,New Brunswick,,Colorectal Cancer Surgery,Volume,2013,Number of cases,259.0
Provincial,New Brunswick,,CT Scan,50th Percentile,2013,Days,
Provincial,New Brunswick,,CT Scan,90th Percentile,2013,Days,
Provincial,New Brunswick,,CT Scan,Volume,2013,Number of cases,
Provincial,New Brunswick,,Hip Fracture Repair,% Meeting Benchmark,2013,Proportion,84.0
Provincial,New Brunswick,,Hip Fracture Repair,50th Percentile,2013,Hours,20.0
Provincial,New Brunswick,,Hip Fracture Repair,90th Percentile,2013,Hours,54.0
Provincial,New Brunswick,,Hip Fracture Repair,Volume,2013,Number of cases,355.0
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2013,Proportion,
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2013,Hours,
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2013,Hours,
Provincial,New Brunswick,,Hip Fracture Repair/Emergency and Inpatient,Volume,2013,Number of cases,
Provincial,New Brunswick,,Hip Replacement,% Meeting Benchmark,2013,Proportion,69.0
Provincial,New Brunswick,,Hip Replacement,50th Percentile,2013,Days,109.0
Provincial,New Brunswick,,Hip Replacement,90th Percentile,2013,Days,336.0
Provincial,New Brunswick,,Hip Replacement,Volume,2013,Number of cases,389.0
Provincial,New Brunswick,,Knee Replacement,% Meeting Benchmark,2013,Proportion,60.0
Provincial,New Brunswick,,Knee Replacement,50th Percentile,2013,Days,143.0
Provincial,New Brunswick,,Knee Replacement,90th Percentile,2013,Days,352.0
Provincial,New Brunswick,,Knee Replacement,Volume,2013,Number of cases,682.0
Provincial,New Brunswick,,Lung Cancer Surgery,50th Percentile,2013,Days,14.0
Provincial,New Brunswick,,Lung Cancer Surgery,90th Percentile,2013,Days,35.0
Provincial,New Brunswick,,Lung Cancer Surgery,Volume,2013,Number of cases,87.0
Provincial,New Brunswick,,MRI Scan,50th Percentile,2013,Days,
Provincial,New Brunswick,,MRI Scan,90th Percentile,2013,Days,
Provincial,New Brunswick,,MRI Scan,Volume,2013,Number of cases,
Provincial,New Brunswick,,Prostate Cancer Surgery,50th Percentile,2013,Days,20.0
Provincial,New Brunswick,,Prostate Cancer Surgery,90th Percentile,2013,Days,65.0
Provincial,New Brunswick,,Prostate Cancer Surgery,Volume,2013,Number of cases,60.0
Provincial,New Brunswick,,Radiation Therapy,% Meeting Benchmark,2013,Proportion,97.0
Provincial,New Brunswick,,Radiation Therapy,50th Percentile,2013,Days,7.0
Provincial,New Brunswick,,Radiation Therapy,90th Percentile,2013,Days,20.0
Provincial,New Brunswick,,Radiation Therapy,Volume,2013,Number of cases,1052.0
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,50th Percentile,2013,Days,19.0
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,90th Percentile,2013,Days,47.0
Provincial,Newfoundland and Labrador,,Bladder Cancer Surgery,Volume,2013,Number of cases,117.0
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,50th Percentile,2013,Days,13.0
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,90th Percentile,2013,Days,27.0
Provincial,Newfoundland and Labrador,,Breast Cancer Surgery,Volume,2013,Number of cases,153.0
Provincial,Newfoundland and Labrador,,CABG,50th Percentile,2013,Days,9.0
Provincial,Newfoundland and Labrador,,CABG,90th Percentile,2013,Days,43.0
Provincial,Newfoundland and Labrador,,CABG,Volume,2013,Number of cases,159.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,% Meeting Benchmark,2013,Proportion,95.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,50th Percentile,2013,Days,35.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,90th Percentile,2013,Days,103.0
Provincial,Newfoundland and Labrador,,Cataract Surgery,Volume,2013,Number of cases,1278.0
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,50th Percentile,2013,Days,14.0
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,90th Percentile,2013,Days,34.0
Provincial,Newfoundland and Labrador,,Colorectal Cancer Surgery,Volume,2013,Number of cases,136.0
Provincial,Newfoundland and Labrador,,CT Scan,50th Percentile,2013,Days,
Provincial,Newfoundland and Labrador,,CT Scan,90th Percentile,2013,Days,
Provincial,Newfoundland and Labrador,,CT Scan,Volume,2013,Number of cases,32867.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,% Meeting Benchmark,2013,Proportion,82.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,50th Percentile,2013,Hours,19.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,90th Percentile,2013,Hours,64.0
Provincial,Newfoundland and Labrador,,Hip Fracture Repair,Volume,2013,Number of cases,
